sku,group,short_description,categories,custom_collection,size,color,brand,special_price,price,discount,qty,material_1,sole,innersole,interior,demountable,closing,heel,plateaulevel,sizefits,ean,origin,material2,freetext,additional_images,color_hex,attribute_set_code,product_type,product_websites,is_in_stock,manage_stock,website_id,product_online,base_image,small_image,thumbnail_image,configurable_variations,default_category,visibility,name,url_key,brand_2
c0038078,SI7S071/8,Enkellaars Denim in de kleur blauw,Default Category/KINDERSCHOENEN/JONGENSSCHOENEN,SS17,25,BLAUW,SHOESME KIDS,,99.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9856160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9857160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9859160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9860160117.jpg",#0000FF,Default,simple,base,1,0,0,1,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9856160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9856160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9856160117.jpg,,JONGENSSCHOENEN,Not Visible Individually,SHOESME KIDS,shoesme-kids-c0038078,SHOESME KIDS
c00380715,SI7S071/8,Enkellaars Denim in de kleur blauw,Default Category/KINDERSCHOENEN/JONGENSSCHOENEN,SS17,32,BLAUW,SHOESME KIDS,,104.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9856160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9857160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9859160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9860160117.jpg",#0000FF,Default,simple,base,1,0,0,1,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9856160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9856160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9856160117.jpg,,JONGENSSCHOENEN,Not Visible Individually,SHOESME KIDS,shoesme-kids-c00380715,SHOESME KIDS
c00380716,SI7S071/8,Enkellaars Denim in de kleur blauw,Default Category/KINDERSCHOENEN/JONGENSSCHOENEN,SS17,33,BLAUW,SHOESME KIDS,,104.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9856160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9857160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9859160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9860160117.jpg",#0000FF,Default,simple,base,1,0,0,1,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9856160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9856160117.jpg,/product-photos/IMG_SI7S071-8/IMG_SI7S071-8.BLAUW/IMG_9856160117.jpg,,JONGENSSCHOENEN,Not Visible Individually,SHOESME KIDS,shoesme-kids-c00380716,SHOESME KIDS
c0038087,SI7S072/8,Wreefbandschoen in de kleur wit,Default Category/KINDERSCHOENEN/JONGENSSCHOENEN,SS17,24,WIT,SHOESME KIDS,,79.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9862160117.jpg,/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9865160117.jpg,/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9867160117.jpg,/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9868160117.jpg",#FFFFFF,Default,simple,base,1,0,0,1,/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9862160117.jpg,/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9862160117.jpg,/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9862160117.jpg,,JONGENSSCHOENEN,Not Visible Individually,SHOESME KIDS,shoesme-kids-c0038087,SHOESME KIDS
c00380811,SI7S072/8,Wreefbandschoen in de kleur wit,Default Category/KINDERSCHOENEN/JONGENSSCHOENEN,SS17,28,WIT,SHOESME KIDS,,84.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9862160117.jpg,/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9865160117.jpg,/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9867160117.jpg,/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9868160117.jpg",#FFFFFF,Default,simple,base,1,0,0,1,/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9862160117.jpg,/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9862160117.jpg,/product-photos/IMG_SI7S072-8/IMG_SI7S072-8.WIT/IMG_9862160117.jpg,,JONGENSSCHOENEN,Not Visible Individually,SHOESME KIDS,shoesme-kids-c00380811,SHOESME KIDS
c0038099,BI6S090/8,Sandaal Klittenband in de kleur zilver,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN/SANDALEN,SS17,26,ZILVER,SHOESME KIDS,,69.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_BI6S090-8/IMG_BI6S090-8.ZILVER/IMG_2606290317.jpg,/product-photos/IMG_BI6S090-8/IMG_BI6S090-8.ZILVER/IMG_2607290317.jpg,/product-photos/IMG_BI6S090-8/IMG_BI6S090-8.ZILVER/IMG_2608290317.jpg",#C0C0C0,Default,simple,base,1,0,0,1,/product-photos/IMG_BI6S090-8/IMG_BI6S090-8.ZILVER/IMG_2606290317.jpg,/product-photos/IMG_BI6S090-8/IMG_BI6S090-8.ZILVER/IMG_2606290317.jpg,/product-photos/IMG_BI6S090-8/IMG_BI6S090-8.ZILVER/IMG_2606290317.jpg,,SANDALEN,Not Visible Individually,SHOESME KIDS,shoesme-kids-c0038099,SHOESME KIDS
c00381810,7540/8,Enkellaars in de kleur beige,Default Category/DAMESSCHOENEN/LAARZEN/ENKELLAARZEN,SS17,36,BEIGE,KANNA,,159.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3221190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3222190417.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,,ENKELLAARZEN,Not Visible Individually,KANNA,kanna-c00381810,KANNA
c00381812,7540/8,Enkellaars in de kleur beige,Default Category/DAMESSCHOENEN/LAARZEN/ENKELLAARZEN,SS17,38,BEIGE,KANNA,,159.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3221190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3222190417.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,,ENKELLAARZEN,Not Visible Individually,KANNA,kanna-c00381812,KANNA
c00381813,7540/8,Enkellaars in de kleur beige,Default Category/DAMESSCHOENEN/LAARZEN/ENKELLAARZEN,SS17,39,BEIGE,KANNA,,159.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3221190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3222190417.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,,ENKELLAARZEN,Not Visible Individually,KANNA,kanna-c00381813,KANNA
c00381815,7540/8,Enkellaars in de kleur beige,Default Category/DAMESSCHOENEN/LAARZEN/ENKELLAARZEN,SS17,41,BEIGE,KANNA,,159.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3221190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3222190417.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,/product-photos/IMG_7540-8/IMG_7540-8.BEIGE/IMG_3219190417.jpg,,ENKELLAARZEN,Not Visible Individually,KANNA,kanna-c00381815,KANNA
c0038694,DesertCat/8,Baby Schoen in de kleur beige,Default Category/KINDERSCHOENEN/BABYSCHOENEN/MEISJES BABYSCHOENEN,SS17,18,BEIGE,CLIC KIDS,,52.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1527050317.jpg,/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1528050317.jpg,/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1529050317.jpg,/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1530050317.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1527050317.jpg,/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1527050317.jpg,/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1527050317.jpg,,MEISJES BABYSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c0038694,CLIC KIDS
c0038697,DesertCat/8,Baby Schoen in de kleur beige,Default Category/KINDERSCHOENEN/BABYSCHOENEN/MEISJES BABYSCHOENEN,SS17,21,BEIGE,CLIC KIDS,,52.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1527050317.jpg,/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1528050317.jpg,/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1529050317.jpg,/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1530050317.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1527050317.jpg,/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1527050317.jpg,/product-photos/IMG_DesertCat-8/IMG_DesertCat-8.BEIGE/IMG_1527050317.jpg,,MEISJES BABYSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c0038697,CLIC KIDS
c00387131,Congo/8,Sandaal in de kleur cognac,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN,SS17,25,COGNAC,CLIC KIDS,,52.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_Congo-8/IMG_Congo-8.COGNAC/IMG_2650290317.jpg,/product-photos/IMG_Congo-8/IMG_Congo-8.COGNAC/IMG_2651290317.jpg,/product-photos/IMG_Congo-8/IMG_Congo-8.COGNAC/IMG_2652290317.jpg",#D2691E,Default,simple,base,1,0,0,1,/product-photos/IMG_Congo-8/IMG_Congo-8.COGNAC/IMG_2650290317.jpg,/product-photos/IMG_Congo-8/IMG_Congo-8.COGNAC/IMG_2650290317.jpg,/product-photos/IMG_Congo-8/IMG_Congo-8.COGNAC/IMG_2650290317.jpg,,MEISJESSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00387131,CLIC KIDS
c0038718,Congo/8,Sandaal in de kleur zwart,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN,SS17,25,ZWART,CLIC KIDS,,52.99,New Collection,2,,,,,,,,,,,,,,"/product-photos/IMG_Congo-8/IMG_Congo-8.ZWART/IMG_2647290317.jpg,/product-photos/IMG_Congo-8/IMG_Congo-8.ZWART/IMG_2648290317.jpg,/product-photos/IMG_Congo-8/IMG_Congo-8.ZWART/IMG_2649290317.jpg",#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_Congo-8/IMG_Congo-8.ZWART/IMG_2647290317.jpg,/product-photos/IMG_Congo-8/IMG_Congo-8.ZWART/IMG_2647290317.jpg,/product-photos/IMG_Congo-8/IMG_Congo-8.ZWART/IMG_2647290317.jpg,,MEISJESSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c0038718,CLIC KIDS
c00387856,9149/8,Sneaker Palmbomen in de kleur goud,Default Category/KINDERSCHOENEN/JONGENSSCHOENEN,SS17,27,GOUD,CLIC KIDS,,119.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_9149-8/IMG_9149-8.GOUD/IMG_3454220417.jpg,/product-photos/IMG_9149-8/IMG_9149-8.GOUD/IMG_3456220417.jpg,/product-photos/IMG_9149-8/IMG_9149-8.GOUD/IMG_3457220417.jpg",#DAA520,Default,simple,base,1,0,0,1,/product-photos/IMG_9149-8/IMG_9149-8.GOUD/IMG_3454220417.jpg,/product-photos/IMG_9149-8/IMG_9149-8.GOUD/IMG_3454220417.jpg,/product-photos/IMG_9149-8/IMG_9149-8.GOUD/IMG_3454220417.jpg,,JONGENSSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00387856,CLIC KIDS
c00387810,9149/8,Sneaker Palmbomen in de kleur wit,Default Category/KINDERSCHOENEN/JONGENSSCHOENEN,SS17,27,WIT,CLIC KIDS,,119.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_9149-8/IMG_9149-8.WIT/IMG_1462050317.jpg,/product-photos/IMG_9149-8/IMG_9149-8.WIT/IMG_1463050317.jpg,/product-photos/IMG_9149-8/IMG_9149-8.WIT/IMG_1466050317.jpg,/product-photos/IMG_9149-8/IMG_9149-8.WIT/IMG_1467050317.jpg",#FFFFFF,Default,simple,base,1,0,0,1,/product-photos/IMG_9149-8/IMG_9149-8.WIT/IMG_1462050317.jpg,/product-photos/IMG_9149-8/IMG_9149-8.WIT/IMG_1462050317.jpg,/product-photos/IMG_9149-8/IMG_9149-8.WIT/IMG_1462050317.jpg,,JONGENSSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00387810,CLIC KIDS
c00387857,9149/8,Sneaker Palmbomen in de kleur goud,Default Category/KINDERSCHOENEN/JONGENSSCHOENEN,SS17,28,GOUD,CLIC KIDS,,119.99,New Collection,2,,,,,,,,,,,,,,"/product-photos/IMG_9149-8/IMG_9149-8.GOUD/IMG_3454220417.jpg,/product-photos/IMG_9149-8/IMG_9149-8.GOUD/IMG_3456220417.jpg,/product-photos/IMG_9149-8/IMG_9149-8.GOUD/IMG_3457220417.jpg",#DAA520,Default,simple,base,1,0,0,1,/product-photos/IMG_9149-8/IMG_9149-8.GOUD/IMG_3454220417.jpg,/product-photos/IMG_9149-8/IMG_9149-8.GOUD/IMG_3454220417.jpg,/product-photos/IMG_9149-8/IMG_9149-8.GOUD/IMG_3454220417.jpg,,JONGENSSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00387857,CLIC KIDS
c00388110,9101/8,Sneaker Dogs in de kleur wit,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN,SS17,27,WIT,CLIC KIDS,,104.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3516220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3518220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3519220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3520220417.jpg",#FFFFFF,Default,simple,base,1,0,0,1,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3516220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3516220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3516220417.jpg,,MEISJESSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00388110,CLIC KIDS
c00388113,9101/8,Sneaker Dogs in de kleur wit,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN,SS17,30,WIT,CLIC KIDS,,114.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3516220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3518220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3519220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3520220417.jpg",#FFFFFF,Default,simple,base,1,0,0,1,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3516220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3516220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3516220417.jpg,,MEISJESSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00388113,CLIC KIDS
c00388116,9101/8,Sneaker Dogs in de kleur wit,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN,SS17,33,WIT,CLIC KIDS,,114.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3516220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3518220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3519220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3520220417.jpg",#FFFFFF,Default,simple,base,1,0,0,1,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3516220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3516220417.jpg,/product-photos/IMG_9101-8/IMG_9101-8.WIT/IMG_3516220417.jpg,,MEISJESSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00388116,CLIC KIDS
c00388529,9193/8,Sneaker Fluor in de kleur beige,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN,SS17,23,BEIGE,CLIC KIDS,,89.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_9193-8/IMG_9193-8.BEIGE/IMG_1471050317.jpg,/product-photos/IMG_9193-8/IMG_9193-8.BEIGE/IMG_1473050317.jpg,/product-photos/IMG_9193-8/IMG_9193-8.BEIGE/IMG_1474050317.jpg,/product-photos/IMG_9193-8/IMG_9193-8.BEIGE/IMG_1476050317.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_9193-8/IMG_9193-8.BEIGE/IMG_1471050317.jpg,/product-photos/IMG_9193-8/IMG_9193-8.BEIGE/IMG_1471050317.jpg,/product-photos/IMG_9193-8/IMG_9193-8.BEIGE/IMG_1471050317.jpg,,MEISJESSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00388529,CLIC KIDS
c00388713,Garden/8,Sandaal Bloem in de kleur goud,Default Category/KINDERSCHOENEN/JONGENSSCHOENEN,SS17,30,GOUD,CLIC KIDS,,69.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_Garden-8/IMG_Garden-8.GOUD/IMG_1482050317.jpg,/product-photos/IMG_Garden-8/IMG_Garden-8.GOUD/IMG_1484050317.jpg,/product-photos/IMG_Garden-8/IMG_Garden-8.GOUD/IMG_1485050317.jpg",#DAA520,Default,simple,base,1,0,0,1,/product-photos/IMG_Garden-8/IMG_Garden-8.GOUD/IMG_1482050317.jpg,/product-photos/IMG_Garden-8/IMG_Garden-8.GOUD/IMG_1482050317.jpg,/product-photos/IMG_Garden-8/IMG_Garden-8.GOUD/IMG_1482050317.jpg,,JONGENSSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00388713,CLIC KIDS
c00388813,9179/8,Sandaal Strik in de kleur zilver,Default Category/KINDERSCHOENEN/JONGENSSCHOENEN,SS17,30,ZILVER,CLIC KIDS,,74.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_9179-8/IMG_9179-8.ZILVER/IMG_1486050317.jpg,/product-photos/IMG_9179-8/IMG_9179-8.ZILVER/IMG_1488050317.jpg,/product-photos/IMG_9179-8/IMG_9179-8.ZILVER/IMG_1489050317.jpg",#C0C0C0,Default,simple,base,1,0,0,1,/product-photos/IMG_9179-8/IMG_9179-8.ZILVER/IMG_1486050317.jpg,/product-photos/IMG_9179-8/IMG_9179-8.ZILVER/IMG_1486050317.jpg,/product-photos/IMG_9179-8/IMG_9179-8.ZILVER/IMG_1486050317.jpg,,JONGENSSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00388813,CLIC KIDS
c00388936,CNC-Palma/8,Slipper in de kleur cognac,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN,SS17,30,COGNAC,CLIC KIDS,,59.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2638290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2639290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2640290317.jpg",#D2691E,Default,simple,base,1,0,0,1,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2638290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2638290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2638290317.jpg,,MEISJESSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00388936,CLIC KIDS
c00388913,CNC-Palma/8,Slipper in de kleur zwart,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN,SS17,30,ZWART,CLIC KIDS,,59.99,New Collection,2,,,,,,,,,,,,,,"/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2641290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2642290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2643290317.jpg",#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2641290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2641290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2641290317.jpg,,MEISJESSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00388913,CLIC KIDS
c00388937,CNC-Palma/8,Slipper in de kleur cognac,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN,SS17,31,COGNAC,CLIC KIDS,,59.99,New Collection,2,,,,,,,,,,,,,,"/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2638290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2639290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2640290317.jpg",#D2691E,Default,simple,base,1,0,0,1,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2638290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2638290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2638290317.jpg,,MEISJESSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00388937,CLIC KIDS
c00388914,CNC-Palma/8,Slipper in de kleur zwart,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN,SS17,31,ZWART,CLIC KIDS,,59.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2641290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2642290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2643290317.jpg",#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2641290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2641290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2641290317.jpg,,MEISJESSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00388914,CLIC KIDS
c00388938,CNC-Palma/8,Slipper in de kleur cognac,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN,SS17,32,COGNAC,CLIC KIDS,,59.99,New Collection,2,,,,,,,,,,,,,,"/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2638290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2639290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2640290317.jpg",#D2691E,Default,simple,base,1,0,0,1,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2638290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2638290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.COGNAC/IMG_2638290317.jpg,,MEISJESSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00388938,CLIC KIDS
c00388915,CNC-Palma/8,Slipper in de kleur zwart,Default Category/KINDERSCHOENEN/MEISJESSCHOENEN,SS17,32,ZWART,CLIC KIDS,,59.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2641290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2642290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2643290317.jpg",#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2641290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2641290317.jpg,/product-photos/IMG_CNC-Palma-8/IMG_CNC-Palma-8.ZWART/IMG_2641290317.jpg,,MEISJESSCHOENEN,Not Visible Individually,CLIC KIDS,clic-kids-c00388915,CLIC KIDS
